[2025-12-20 23:00:01] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x96e | src=10.216.16.8:34142 -> dst=10.47.111.60:80 | http=PATCH /api/v1/orders 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
[2025-12-21 02:36:23] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xcba | src=10.152.40.143:7143 -> dst=10.51.222.41:8080 | http=POST /actuator/env 204 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="Health-check başarılı." conf=0.18
[2025-12-21 02:36:24] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x5f3 | src=10.55.179.197:13245 -> dst=10.212.46.37:80 | http=DELETE /.env 403 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.23
[2025-12-21 02:36:25] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x208 | src=10.176.223.14:15274 -> dst=10.175.236.35:8443 | http=PUT /wp-login.php 301 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:api.example.lab | neden="Health-check başarılı." conf=0.1
[2025-12-21 02:36:29] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xe4c | src=10.165.54.30:18721 -> dst=10.80.85.44:8080 | http=PUT /actuator/health 200 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:web.example.lab | neden="Pod metrikleri stabil." conf=0.34
[2025-12-21 02:36:30] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x972 | src=10.222.246.129:24434 -> dst=10.76.121.199:8080 | http=GET /api/v1/orders 400 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.26
[2025-12-21 02:36:31] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0x877 | src=10.242.237.131:20656 -> dst=10.160.32.169:8080 | http=POST /actuator/health 404 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:api.example.lab | neden="RoleBinding/ClusterRoleBinding değişikliği denemesi görüldü." conf=0.87
[2025-12-21 02:36:35] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x131 | src=10.215.236.148:37991 -> dst=10.130.111.49:8080 | http=PATCH /admin 401 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:web.example.lab | neden="Health-check başarılı." conf=0.15
[2025-12-21 02:36:40] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xde3 | src=10.97.251.34:27669 -> dst=10.245.56.157:443 | http=POST /.env 301 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.24
[2025-12-21 02:36:44] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xe9b | src=10.219.68.39:47850 -> dst=10.28.218.210:443 | http=POST /.env 200 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.11
[2025-12-21 02:36:49] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x60 | src=10.255.13.194:61617 -> dst=10.163.126.10:80 | http=DELETE /actuator/env 400 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:web.example.lab | neden="Pod metrikleri stabil." conf=0.15
[2025-12-21 02:36:52] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xd8a | src=10.92.14.103:30658 -> dst=10.96.224.16:80 | http=PUT /actuator/env 201 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.23
[2025-12-21 02:36:56] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x3a4 | src=10.183.239.65:13724 -> dst=10.6.196.99:80 | http=DELETE /api/v1/payments 404 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.31
[2025-12-21 02:37:00] [SALDIRI] UYARI: Yan Hareket / Ağ Keşfi | Aksiyon: Bloklandı | Stage: Reconnaissance | Rule: NET-SCAN-1001 | ID: 0x489 | src=67.152.177.248:10252 -> dst=10.204.14.213:80 | http=GET /admin 204 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="Kısa sürede çoklu hedef/port denemesi tespit edildi." conf=0.98
[2025-12-21 02:37:00] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x302 | src=10.148.229.246:6256 -> dst=10.200.186.176:80 | http=GET /wp-login.php 301 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:api.example.lab | neden="Health-check başarılı." conf=0.4
[2025-12-21 02:37:04] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x953 | src=10.224.228.116:57706 -> dst=10.29.12.76:443 | http=PUT /api/v1/users 403 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.32
[2025-12-21 02:37:07] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x66e | src=10.114.27.50:8462 -> dst=10.88.10.142:8080 | http=GET /login 404 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:pay.example.lab | neden="Health-check başarılı." conf=0.44
[2025-12-21 02:37:10] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x70b | src=10.105.214.198:34586 -> dst=10.81.153.207:8443 | http=PUT /api/v1/payments 404 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.28
[2025-12-21 02:37:11] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x1b0 | src=10.109.244.24:13283 -> dst=10.149.15.131:8443 | http=DELETE /api/v1/orders 500 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.3
[2025-12-21 02:37:14] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x3f9 | src=10.71.167.249:63622 -> dst=10.30.109.11:80 | http=DELETE /api/v1/payments 401 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:payments pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.27
[2025-12-21 02:37:20] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xc7d | src=10.194.42.17:5756 -> dst=10.50.13.75:8080 | http=PUT /login 403 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.24
[2025-12-21 02:37:22] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xb21 | src=10.155.181.55:43301 -> dst=10.124.32.56:8080 | http=PUT /wp-login.php 200 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:payments pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.33
[2025-12-21 02:37:26] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x243 | src=10.99.234.154:12951 -> dst=10.61.5.250:8080 | http=GET /api/v1/users 500 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.24
[2025-12-21 02:37:28] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x218 | src=10.130.111.4:21525 -> dst=10.134.195.130:8443 | http=PUT /api/v1/payments 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:web.example.lab | neden="Health-check başarılı." conf=0.35
[2025-12-21 02:37:34] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x957 | src=10.180.194.92:33976 -> dst=10.79.144.200:80 | http=PUT /actuator/env 200 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:web.example.lab | neden="Health-check başarılı." conf=0.3
[2025-12-21 02:37:36] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0xeef | src=10.214.133.18:62965 -> dst=10.238.120.21:8080 | http=GET / 404 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:pay.example.lab | neden="Beklenmedik imza/format ve tekrar denemeler kritik ihlal göstergesi." conf=0.88
[2025-12-21 02:37:37] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x946 | src=10.161.73.77:1346 -> dst=10.116.205.131:80 | http=DELETE / 404 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.41
[2025-12-21 02:37:38] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0xa6f | src=123.181.236.92:45933 -> dst=10.35.146.211:8443 | http=PATCH /admin 301 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:web.example.lab | neden="Yetkisiz binary/firmware benzeri payload pattern’i tespit edildi." conf=0.87
[2025-12-21 02:37:40] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xbed | src=10.27.77.251:20352 -> dst=10.95.181.22:8080 | http=DELETE /api/v1/payments 404 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:api.example.lab | neden="Health-check başarılı." conf=0.18
[2025-12-21 02:37:44] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x4b5 | src=10.207.139.251:5412 -> dst=10.92.249.221:8080 | http=DELETE / 200 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.31
[2025-12-21 02:37:45] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xaeb | src=10.241.156.115:35615 -> dst=10.105.35.155:8443 | http=PUT / 401 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:web.example.lab | neden="Health-check başarılı." conf=0.22
[2025-12-21 02:37:47] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x809 | src=10.158.189.116:12150 -> dst=10.50.255.93:8443 | http=GET /api/v1/payments 201 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.25
[2025-12-21 02:37:51] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x7d4 | src=10.233.9.92:12424 -> dst=10.102.129.204:80 | http=POST /.env 204 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.39
[2025-12-21 02:37:53] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x3dc | src=10.85.44.196:21640 -> dst=10.19.115.32:8080 | http=POST /actuator/health 204 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.14
[2025-12-21 02:37:58] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x732 | src=10.245.209.79:45619 -> dst=10.136.103.160:80 | http=POST / 429 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.18
[2025-12-21 02:37:59] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xa4 | src=10.247.36.243:27056 -> dst=10.120.62.159:8080 | http=GET /wp-login.php 401 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.21
[2025-12-21 02:38:00] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x304 | src=10.135.56.54:20950 -> dst=10.69.247.7:443 | http=PATCH /login 403 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.11
[2025-12-21 02:38:00] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0xea5 | src=10.92.185.100:24952 -> dst=10.161.199.52:8443 | http=POST /actuator/env 204 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="RoleBinding/ClusterRoleBinding değişikliği denemesi görüldü." conf=0.95
[2025-12-21 02:38:04] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xd35 | src=10.145.249.192:40146 -> dst=10.37.144.166:8080 | http=PATCH /wp-login.php 301 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.43
[2025-12-21 02:38:08] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x24d | src=10.134.115.198:59508 -> dst=10.107.253.138:80 | http=PUT /actuator/health 429 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.34
[2025-12-21 02:38:14] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x107 | src=10.161.46.204:17669 -> dst=10.72.2.166:443 | http=PUT /.env 204 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.17
[2025-12-21 02:38:16] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x1bb | src=10.15.202.178:2367 -> dst=10.78.235.214:80 | http=DELETE /.env 201 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.16
[2025-12-21 02:38:18] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xcb8 | src=10.210.252.87:14472 -> dst=10.195.109.102:443 | http=POST /login 429 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.17
[2025-12-21 02:38:24] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x5a9 | src=10.248.124.200:57332 -> dst=10.68.83.249:80 | http=GET /admin 400 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:web.example.lab | neden="Health-check başarılı." conf=0.25
[2025-12-21 02:38:26] [SALDIRI] UYARI: Yan Hareket / Ağ Keşfi | Aksiyon: Bloklandı | Stage: Reconnaissance | Rule: NET-SCAN-1001 | ID: 0x3f1 | src=80.205.163.66:3218 -> dst=10.144.201.152:8443 | http=PUT /api/v1/users 201 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:web.example.lab | neden="Kısa sürede çoklu hedef/port denemesi tespit edildi." conf=0.76
[2025-12-21 02:38:32] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x59 | src=10.171.215.107:48532 -> dst=10.148.141.215:8080 | http=DELETE /wp-login.php 201 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:pay.example.lab | neden="Health-check başarılı." conf=0.29
[2025-12-21 02:38:33] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x24e | src=10.141.78.129:7103 -> dst=10.171.93.55:8080 | http=PATCH /actuator/env 429 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.34
[2025-12-21 02:38:35] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x9d9 | src=10.32.212.197:3102 -> dst=10.15.38.220:8443 | http=PATCH /api/v1/payments 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.44
[2025-12-21 02:38:38] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xb14 | src=10.207.32.254:8060 -> dst=10.165.240.48:8443 | http=PATCH /actuator/env 301 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.35
[2025-12-21 02:38:42] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x81a | src=10.97.19.83:14995 -> dst=10.102.103.68:443 | http=DELETE /admin 500 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.27
[2025-12-21 02:38:45] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0x244 | src=10.228.213.91:31162 -> dst=10.71.26.165:443 | http=DELETE /api/v1/orders 400 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:api.example.lab | neden="Yüksek ayrıcalık istek paterni normal dışı." conf=0.86
[2025-12-21 02:38:46] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x268 | src=10.98.1.146:6442 -> dst=10.44.120.121:443 | http=PATCH /api/v1/orders 403 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="Health-check başarılı." conf=0.12
[2025-12-21 02:38:48] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x1c0 | src=10.145.128.174:31354 -> dst=10.46.132.62:443 | http=PUT /actuator/env 404 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.37
[2025-12-21 02:38:50] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0xb5 | src=10.89.245.237:28074 -> dst=10.140.134.14:80 | http=DELETE /wp-login.php 404 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:api.example.lab | neden="Yüksek ayrıcalık istek paterni normal dışı." conf=0.95
[2025-12-21 02:38:50] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x5d0 | src=10.74.99.118:11387 -> dst=10.115.71.235:80 | http=POST / 403 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:web.example.lab | neden="Health-check başarılı." conf=0.35
[2025-12-21 02:38:54] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0x8fe | src=10.20.235.142:49216 -> dst=10.43.82.246:80 | http=DELETE / 301 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="Parametrelerde SQLi imzaları (OR 1=1, UNION SELECT) tespit edildi." conf=0.78
[2025-12-21 02:38:59] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x5a7 | src=10.185.194.140:19297 -> dst=10.101.158.53:8443 | http=GET /login 204 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:api.example.lab | neden="Health-check başarılı." conf=0.17
[2025-12-21 02:39:04] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0x4c5 | src=41.222.110.114:52638 -> dst=10.47.179.124:80 | http=PUT / 401 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:auth.example.lab | neden="Parametrelerde SQLi imzaları (OR 1=1, UNION SELECT) tespit edildi." conf=0.99
[2025-12-21 02:39:05] [SALDIRI] TEHDIT: TLS Downgrade / Fuzzing | Aksiyon: Bloklandı | Stage: Initial Access | Rule: TLS-ANOM-2001 | ID: 0xa37 | src=127.79.158.195:30939 -> dst=10.147.98.204:8443 | http=POST /login 204 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:pay.example.lab | neden="TLS el sıkışmasında anormal sürüm/şifre takımı denemeleri tespit edildi." conf=0.88
[2025-12-21 02:39:06] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xee8 | src=10.35.230.121:10154 -> dst=10.225.189.138:443 | http=GET /.env 400 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.19
[2025-12-21 02:39:06] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xb4a | src=10.136.101.106:37746 -> dst=10.147.195.241:80 | http=PUT /api/v1/payments 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
